ifInOctets11,ifOutOctets11,ifoutDiscards11,ifInUcastPkts11,ifInNUcastPkts11,ifInDiscards11,ifOutUcastPkts11,ifOutNUcastPkts11,tcpOutRsts,tcpInSegs,tcpOutSegs,tcpPassiveOpens,tcpRetransSegs,tcpCurrEstab,tcpEstabResets,tcp?ActiveOpens,udpInDatagrams,udpOutDatagrams,udpInErrors,udpNoPorts,ipInReceives,ipInDelivers,ipOutRequests,ipOutDiscards,ipInDiscards,ipForwDatagrams,ipOutNoRoutes,ipInAddrErrors,icmpInMsgs,icmpInDestUnreachs,icmpOutMsgs,icmpOutDestUnreachs,icmpInEchos,icmpOutEchoReps,class
3214444651,2878890143,179113,141956223,20548,219290,59464614,5238,5,206,201,11,0,0,8,11,109692,84277,0,25,183004625,105268,87617,5,36,161441997,8,61,12,9,14,14,1,1,udp-flood
3484437925,2763739836,197139,136840113,18307,167280,56422805,4235,4,202,189,14,0,0,9,11,104781,85651,0,30,178466922,127363,87204,4,44,197689661,7,55,13,12,11,10,1,1,udp-flood
3524119532,3019149966,195557,120113602,16797,208085,53698251,4352,5,170,173,12,0,0,9,10,99153,77425,0,29,171292449,128272,72510,5,42,164234788,8,61,14,11,14,12,1,1,udp-flood
4144630164,2963754437,220817,124932955,17654,166414,61070772,4500,4,205,202,12,0,0,7,11,103660,70848,0,25,171748088,122928,77393,5,38,207421478,8,56,10,10,14,11,1,1,udp-flood
3840982493,2980273469,197316,129859681,16130,202684,58382625,5483,4,173,206,14,0,0,9,9,107039,71197,0,27,210473032,121107,78523,4,39,162350888,7,57,14,13,13,11,1,1,udp-flood
3753931158,2873854142,182927,122536142,19744,191775,55972854,4939,4,171,211,11,0,0,8,10,130565,90756,0,25,157624874,105062,84845,4,39,166346523,6,56,12,10,12,12,1,1,udp-flood
3856558109,2666068352,210340,146137956,16992,176284,49317724,4137,3,211,180,10,0,0,9,9,109463,78574,0,30,203274558,125250,83369,4,44,158341319,6,56,12,11,13,11,1,1,udp-flood
3546502479,2821931271,206385,142378021,20269,191607,59490949,4975,4,185,184,12,0,0,7,10,129906,77003,0,24,196366421,117593,68144,4,38,158799761,7,68,11,11,13,11,1,1,udp-flood
4463338913,2905067864,193721,138804940,18103,193243,61181244,5134,4,190,215,13,0,0,9,9,114805,75580,0,26,192583963,116580,83073,4,43,202308067,8,56,12,10,15,11,1,1,udp-flood
4329809159,2566563036,168614,119102158,21224,207331,52064919,4447,4,171,202,11,0,0,8,10,103639,71575,0,27,159189570,133890,82971,4,44,169953367,7,67,11,11,12,13,1,1,udp-flood
4797356736,2323027215,197767,139253844,16650,192743,49285446,4165,4,177,174,11,0,0,8,9,129233,84658,0,26,178624703,117707,87081,5,43,157330294,6,70,11,10,11,13,1,1,udp-flood
45002896,2915897565,190034,139360231,16856,169733,59543244,5260,3,201,179,10,0,0,9,10,131712,79044,0,30,188201417,118581,69590,4,37,207325005,6,66,13,11,13,11,1,1,udp-flood
116653711,2723164155,165481,121847614,19953,210918,53288677,5461,3,195,194,12,0,0,9,9,117368,89762,0,29,189669148,105229,78568,4,41,173663405,8,57,14,12,15,10,1,1,udp-flood
166787150,2590154326,208843,144160941,20859,204604,59152719,4465,4,176,212,12,0,0,8,10,122765,71432,0,32,168105576,108096,77806,4,36,207880936,8,60,12,12,14,11,1,1,udp-flood
217696491,2587933844,221840,143410967,19356,169488,55720264,4426,5,200,171,13,0,0,9,10,116298,75717,0,31,187748776,109001,74435,4,42,165014968,8,69,12,12,12,12,1,1,udp-flood
410565735,2955916239,214623,145366108,19245,171867,49884830,4360,4,205,168,11,0,0,7,11,135633,90659,0,28,194752781,107377,77689,4,35,174419838,7,58,12,11,12,13,1,1,udp-flood
505363830,2679985110,179951,131291137,18838,174366,57900707,4844,4,189,204,14,0,0,8,10,123328,87095,0,30,178270305,108824,73993,4,35,178181773,7,58,14,11,15,14,1,1,udp-flood
463204914,2387402961,198235,131407206,16159,203289,62645481,4928,4,180,207,13,0,0,7,11,134131,85631,0,26,173810847,106289,73772,4,45,187697747,6,57,13,13,13,11,1,1,udp-flood
500967922,2418736458,205025,116229229,17750,178152,50913235,4780,4,209,205,12,0,0,7,11,120481,72837,0,30,190213440,140728,93536,4,38,161670631,6,71,11,11,12,10,1,1,udp-flood
637849288,2608870786,194018,122824208,18580,178338,59193748,5165,4,167,211,10,0,0,7,11,107912,94070,0,31,176951409,137603,93044,3,40,178109934,6,63,13,11,13,11,1,1,udp-flood
638968876,3130782608,203950,123429938,17466,215447,63245305,5523,5,215,199,11,0,0,8,11,117483,70631,0,31,187402044,120683,93340,4,34,185437938,8,56,12,11,13,13,1,1,udp-flood
819873228,2575065552,185574,127713028,20465,174993,60266454,4136,4,173,181,13,0,0,8,10,108231,93032,0,31,193481151,134278,83360,4,41,206796838,8,54,13,11,14,12,1,1,udp-flood
983276994,2916226995,207232,119706560,16336,178415,56474637,4255,4,171,162,12,0,0,9,11,116948,93379,0,29,161267179,141132,88745,4,44,181122496,8,71,13,12,13,11,1,1,udp-flood
1056085508,2703361628,198458,120023332,17278,214369,62516324,4432,4,167,210,11,0,0,8,9,122552,83368,0,29,193512651,144567,78313,4,40,165921159,8,53,11,10,13,13,1,1,udp-flood
1137185559,2955565356,210349,147201661,21337,218398,59033548,4502,3,183,211,13,0,0,8,9,110891,93109,0,31,184877733,134485,75451,4,43,191903470,7,54,10,10,13,13,1,1,udp-flood
1113190429,3052195716,170618,145587392,17699,205794,58333853,5220,4,214,169,11,0,0,8,9,126038,81256,0,25,198329473,111743,85465,3,34,198360933,7,68,12,10,12,12,1,1,udp-flood
1294473376,2595681089,199479,120691636,20021,189360,50876785,4327,4,204,209,14,0,0,7,9,139735,74232,0,31,158256058,119956,85988,4,36,208716526,6,64,11,11,11,14,1,1,udp-flood
1168243757,2774137598,172034,134001261,19913,199205,47872207,4509,4,195,163,13,0,0,8,11,112760,82674,0,24,172518040,124405,95849,4,36,189837425,8,55,13,10,12,11,1,1,udp-flood
1493331902,2870259320,206904,116708242,20827,216763,49197548,5519,4,206,173,11,0,0,9,11,112609,81247,0,29,169190861,143244,94585,4,34,208124986,7,62,13,13,15,13,1,1,udp-flood
1440283992,2907992539,181589,138515323,20364,222864,50795412,4748,5,197,167,12,0,0,8,9,129588,73228,0,25,169957894,127652,98335,4,39,167686672,7,54,11,11,12,10,1,1,udp-flood
1399671585,2769785824,193400,141548686,16608,215103,49653000,5513,4,186,215,12,0,0,8,9,107896,98397,0,32,164607256,119589,97914,5,42,189016392,6,59,11,10,14,12,1,1,udp-flood
1599022874,2597612622,179924,148295498,19952,199476,58595360,4352,4,171,179,11,0,0,7,11,125176,76278,0,28,167593500,133526,97973,4,39,179387169,7,69,11,12,13,12,1,1,udp-flood
1500950306,3021514389,208868,148867763,17913,165534,62074552,4270,4,213,183,13,0,0,9,11,109225,85187,0,25,176356881,122848,92541,3,35,212106139,7,71,11,12,15,11,1,1,udp-flood
1866001734,2380681604,213236,115056456,17254,173413,63321507,4947,4,214,213,13,0,0,9,11,133319,73981,0,28,185898298,128928,84843,4,40,179209417,8,66,11,9,14,11,1,1,udp-flood
1560306251,2424757992,204805,129107675,18607,193426,59956042,5478,4,185,177,14,0,0,7,9,121333,93898,0,24,160660827,129426,80176,4,41,165528524,7,56,10,11,13,10,1,1,udp-flood
1936479966,3113547789,166622,125926278,17247,172662,53285424,5003,5,218,166,13,0,0,8,10,127153,77372,0,28,206045276,136481,80286,4,39,169255983,8,56,12,12,14,12,1,1,udp-flood
2013488603,2444053959,192545,141017454,17477,184057,53594187,4268,3,206,165,14,0,0,8,11,140962,84559,0,25,207800639,130994,89279,4,40,181631623,7,65,13,11,12,14,1,1,udp-flood
1869116199,2710845261,182359,131559092,19389,197879,59284307,4272,3,170,211,11,0,0,9,10,145160,89338,0,30,163909319,146132,77506,4,45,183844646,6,57,13,12,14,11,1,1,udp-flood
1979642358,2362720745,194373,122641124,17536,190229,62441094,5187,4,209,188,12,0,0,9,10,122402,92126,0,27,182480317,111427,79566,3,39,200219809,8,57,11,12,14,13,1,1,udp-flood
1959121937,2418668561,205836,145695955,18658,199870,62207426,4970,4,206,186,12,0,0,8,9,109870,95142,0,24,180106206,138716,77497,4,35,177423891,6,60,13,11,12,13,1,1,udp-flood
2651237644,2473917404,174362,121672341,19192,182149,60319463,5440,5,218,206,12,0,0,7,9,134511,81749,0,30,186201026,130265,83802,4,40,173134610,7,64,12,11,11,12,1,1,udp-flood
2347986422,3007396162,193906,140851264,18816,198500,53038519,5229,4,220,182,12,0,0,9,11,119116,86985,0,27,198333551,112473,87942,4,35,161413966,8,64,14,11,13,10,1,1,udp-flood
2624711316,2657832069,179155,114371951,21176,206791,47130721,5563,4,221,161,12,0,0,7,10,134071,97789,0,29,173131915,128633,92568,4,39,178772612,8,66,13,12,13,14,1,1,udp-flood
2345638951,2976926439,171998,137149854,19296,166764,55090186,5421,4,183,180,14,0,0,7,11,140931,98928,0,25,188898347,120393,78023,4,42,206484954,7,57,11,11,13,14,1,1,udp-flood
2840722363,3041251535,192838,138566623,17306,215145,62734099,5115,4,186,211,11,0,0,9,11,117517,83617,0,29,194206304,134770,85682,4,41,176465359,7,71,14,11,13,13,1,1,udp-flood
2664694566,2658347423,208987,127801105,20009,209665,59839306,4932,4,212,213,11,0,0,7,10,117267,89538,0,25,201827050,152305,98716,4,38,189259270,8,65,10,13,14,11,1,1,udp-flood
2640933649,2325367602,198547,136148080,20079,164932,53333846,4677,4,216,207,12,0,0,7,9,134928,91347,0,28,213466039,129767,97150,4,40,189415280,8,69,14,11,13,13,1,1,udp-flood
3116224319,2389304108,179437,138424990,18321,178822,60845270,5061,3,177,168,11,0,0,7,10,131954,90921,0,30,190681774,126292,98845,4,37,207237315,6,70,12,12,14,10,1,1,udp-flood
3109342055,3030935979,194286,122909319,18233,189424,54067350,5645,4,189,181,13,0,0,9,9,144604,84866,0,31,193900145,146387,83584,4,36,208703576,8,63,11,11,14,12,1,1,udp-flood
3326032320,3014650743,222749,122872820,16332,214320,50150468,5038,5,175,169,11,0,0,9,11,140182,95986,0,28,191278950,122342,94450,5,40,208372210,8,65,12,12,13,13,1,1,udp-flood
3712297314,2357374568,186425,147299468,21832,165530,55321090,5520,4,181,167,13,0,0,9,10,133445,91425,0,27,172366139,138121,83093,4,43,209742471,7,69,12,11,13,10,1,1,udp-flood
3375468581,2402658955,208385,112461038,17306,205253,59133585,4251,4,221,186,11,0,0,7,10,122183,98547,0,25,200680463,145596,83256,4,38,172880836,7,66,13,13,13,11,1,1,udp-flood
3583247013,2540978202,172971,140814661,20610,207692,52252306,5681,3,214,202,12,0,0,9,10,141138,86300,0,24,199154933,130131,99914,5,37,171078232,8,67,11,12,12,13,1,1,udp-flood
3026154575,2938932334,196632,137255018,19272,171885,61368107,4388,4,167,169,11,0,0,9,10,144055,100888,0,27,169248755,123674,89959,4,36,191507524,7,67,11,12,14,10,1,1,udp-flood
3351837300,2839856162,181336,120058214,17721,202442,61585248,5051,3,220,198,12,0,0,7,10,140536,99432,0,32,177394964,152213,80516,4,43,163907587,6,57,12,10,12,12,1,1,udp-flood
3211411181,2593655283,183548,132367005,21983,197540,61049574,4457,4,188,161,12,0,0,7,11,117594,79313,0,25,178110145,147886,99321,3,44,184483553,6,53,13,11,12,12,1,1,udp-flood
4263369846,2507610808,186001,142002252,20024,206857,56408843,4536,4,177,201,11,0,0,7,10,146372,95963,0,29,212620875,152871,104211,4,34,194567880,6,60,11,12,13,13,1,1,udp-flood
3835403475,3131738941,175951,129446778,20240,172747,53348539,5227,4,203,181,12,0,0,9,11,134044,87223,0,28,170258042,127581,106311,4,37,169385190,8,57,11,12,12,11,1,1,udp-flood
3903714332,3082252526,201840,121613386,22122,194199,57731292,5392,4,213,180,13,0,0,7,11,115671,96215,0,28,212844258,145010,79438,3,44,196914034,7,55,11,10,15,12,1,1,udp-flood
4580989800,2574679067,190415,134657747,21044,184970,54430009,4851,4,190,175,11,0,0,9,9,150719,102918,0,32,184743149,140186,91297,4,40,202804363,8,67,13,10,13,12,1,1,udp-flood
4805391572,2752357822,202086,140137716,19200,206742,50597578,5182,4,224,174,13,0,0,8,11,133911,86170,0,27,195474260,132347,87287,4,41,194151250,8,71,14,10,15,12,1,1,udp-flood
4294741727,2400642729,184670,122547328,20222,178696,53178194,5402,4,174,200,12,0,0,8,9,135595,92542,0,31,176096364,123944,93199,4,41,178038625,6,58,12,12,12,10,1,1,udp-flood
56684796,2660048264,189182,143954533,16448,170622,59458909,5631,4,191,164,12,0,0,8,10,140478,89719,0,27,215979673,127153,106748,4,42,201249502,7,67,12,10,13,13,1,1,udp-flood
198203794,2953246286,169849,133196421,19030,166364,55391418,5285,4,173,166,12,0,0,9,10,145631,100190,0,27,209408446,118789,98554,4,42,177599627,8,65,10,10,13,13,1,1,udp-flood
314054773,2338900156,193840,137768682,17151,201960,61851789,4558,4,201,182,13,0,0,7,11,115977,97325,0,31,211316250,141716,93408,4,38,176834853,8,53,11,11,13,11,1,1,udp-flood
400536682,2435639315,171732,137928066,21563,167734,51211077,4440,4,178,216,13,0,0,9,11,139809,99469,0,27,175369968,129507,108975,4,36,196094681,8,58,11,11,15,11,1,1,udp-flood
503963356,3059929640,205709,141724519,18957,222319,46937752,5679,4,202,185,13,0,0,7,11,130657,90797,0,27,193368264,119800,92466,4,41,177488711,7,63,11,12,14,10,1,1,udp-flood
497120158,2478889911,208747,141230723,19103,171104,61632690,4365,4,220,166,12,0,0,8,11,132585,104719,0,28,190776001,144074,107755,4,37,174993494,8,69,13,11,13,13,1,1,udp-flood
692724173,3068232188,219222,114770479,18749,213949,57607774,5586,4,223,210,13,0,0,8,9,143213,101016,0,30,166911460,158516,89222,4,33,192895114,8,70,11,10,12,13,1,1,udp-flood
720013252,3113646372,165492,124939214,16731,166304,51511953,5212,4,171,217,12,0,0,9,10,123319,87394,0,27,177637650,122710,105034,4,42,182414965,8,61,10,11,12,12,1,1,udp-flood
819729690,2923844030,210551,141015794,17523,187104,47295271,4485,4,184,198,13,0,0,8,10,149646,99262,0,28,191388377,153471,104256,4,36,187710224,7,69,13,13,14,13,1,1,udp-flood
1064500860,2753675544,210246,143142849,17972,185008,62111913,5099,4,192,165,12,0,0,7,9,141203,89767,0,25,165879006,153355,86876,4,45,178007861,8,69,13,11,11,11,1,1,udp-flood
1073192681,2655564283,216011,124298185,19867,177911,51700524,5164,4,181,214,12,0,0,8,9,119922,107631,0,24,181056653,129454,96864,5,44,198953783,6,60,12,9,12,11,1,1,udp-flood
1301926157,3014765770,212820,148415334,20607,187577,49642946,4885,4,189,179,12,0,0,8,9,123320,83040,0,25,185440055,129647,100689,4,41,193082709,7,67,14,10,12,12,1,1,udp-flood
1104077578,2925200039,194211,127634282,19846,219420,47831541,5272,4,193,179,13,0,0,8,9,126632,84887,0,29,164125155,140239,98263,4,34,216836378,8,54,11,11,13,12,1,1,udp-flood
904045598,11189072,0,749145,3037,0,205314,829,1,47,49,3,0,0,2,3,9319,1242,11,16,991984,7750,1471,1,29,980729,0,37,0,0,20,19,0,0,httpFlood
1104864194,25342529,4,819353,3099,5,304638,755,1,48,61,3,0,0,2,3,8912,1791,11,17,1364635,8041,1495,1,33,1113758,0,47,0,0,19,22,0,0,httpFlood
1129852260,67633074,4,1082677,2671,3,366446,705,1,49,50,3,0,0,2,3,8921,1556,10,19,1293817,10742,1757,1,34,1283314,0,38,0,0,22,19,0,0,httpFlood
1319813045,107846036,4,1172055,2781,5,596758,845,1,57,48,3,0,0,2,3,10436,2314,13,19,1921880,9793,1909,1,32,1506731,0,44,0,0,18,19,0,0,httpFlood
1370083792,149821343,4,1366495,2787,4,542950,806,1,52,51,3,0,0,2,3,9902,2036,14,16,1971232,9435,2411,1,26,2221180,0,45,0,0,19,21,0,0,httpFlood
1230471548,145204591,4,1616487,2717,4,715704,713,1,48,57,3,0,0,2,3,10493,2617,13,17,2340550,11763,2990,1,31,2537618,0,36,0,0,21,21,0,0,httpFlood
1531188437,199903664,5,1801897,3120,4,820628,875,1,50,49,3,0,0,2,3,11121,2922,13,16,2410502,9957,3162,1,29,2241455,0,40,0,0,23,22,0,0,httpFlood
1505465496,209943710,4,1931882,2396,4,808878,788,1,60,51,3,0,0,2,3,9774,3501,13,19,3089568,10735,3326,1,34,2512735,0,36,0,0,22,22,0,0,httpFlood
1647148801,253496008,3,2233938,2691,4,898652,737,1,58,63,3,0,0,2,3,11281,3319,12,18,3155552,10890,2918,1,30,3309099,0,45,0,0,22,20,0,0,httpFlood
1568668949,277553889,4,2108236,2797,4,1076980,807,1,51,57,3,0,0,2,3,9866,3130,13,17,3374780,10246,3559,1,29,3665543,0,45,0,0,21,19,0,0,httpFlood
1655111670,355158809,4,1934397,2735,4,1116486,799,1,59,52,3,0,0,2,3,13175,3824,13,20,3435345,10835,4360,1,30,3736892,0,44,0,0,19,21,0,0,httpFlood
1814139606,336130049,4,2614915,3125,4,1420305,730,1,53,58,3,0,0,2,3,11142,3603,11,17,3570222,12203,3743,1,28,4145174,0,37,0,0,22,19,0,0,httpFlood
1795885325,338293242,4,2904609,3206,4,1242242,812,1,50,61,3,0,0,2,3,11524,4560,10,18,4569553,11587,3846,1,31,3491084,0,37,0,0,18,21,0,0,httpFlood
2185143038,404938834,4,2728423,2757,4,1587878,885,1,61,49,3,0,0,2,3,14462,5030,13,21,4287495,13723,4133,1,29,4386462,0,41,0,0,20,18,0,0,httpFlood
2470584381,405836205,4,2622264,2571,4,1612290,720,1,59,51,3,0,0,2,3,11316,4657,13,18,5032257,12552,5610,1,30,4321914,0,41,0,0,21,19,0,0,httpFlood
2242090379,535435240,4,2678082,2797,3,1734324,845,1,47,51,3,0,0,2,3,12845,5716,14,19,4473854,16062,5954,1,26,5017161,0,47,0,0,23,21,0,0,httpFlood
2464859356,537066340,4,3077047,2811,4,1734302,799,1,48,59,3,0,0,2,3,14172,4884,12,18,4699089,16163,5020,1,32,4879038,0,45,0,0,23,18,0,0,httpFlood
2803301003,598180381,4,2893951,2853,3,1626180,752,1,48,63,3,0,0,2,3,15457,5129,10,18,5937881,14033,5861,1,29,5442020,0,44,0,0,18,20,0,0,httpFlood
2711122267,631337645,5,3576648,3052,4,1844465,890,1,48,55,3,0,0,2,3,15027,6363,14,16,5893502,15609,6665,1,28,6120062,0,45,0,0,19,20,0,0,httpFlood
2782592927,658663889,4,3484270,3034,4,1850318,713,1,62,57,3,0,0,2,3,14383,6081,11,17,5437075,13690,5397,1,31,5292116,0,41,0,0,22,18,0,0,httpFlood
2422141720,621469050,4,4083916,2653,4,2398821,764,1,62,57,3,0,0,2,3,17274,6294,13,17,6460907,14900,6194,1,33,6539548,0,45,0,0,22,19,0,0,httpFlood
2813664749,754917953,4,4152251,2794,4,2317446,755,1,55,53,3,0,0,2,3,15345,7174,11,20,6370899,15063,7587,1,28,6846522,0,45,0,0,22,23,0,0,httpFlood
3307343278,603074930,4,3758002,2816,4,2127576,848,1,57,55,3,0,0,2,3,17398,7067,13,20,6309577,18063,7849,1,26,5589632,0,46,0,0,21,17,0,0,httpFlood
3178263666,650539214,4,3715029,3016,4,2759409,920,1,53,50,3,0,0,2,3,17480,6391,13,19,5836860,17752,8185,1,31,6363396,0,36,0,0,23,18,0,0,httpFlood
3265846832,665724400,4,5067332,2803,4,2745046,922,1,50,61,3,0,0,2,3,16967,8066,12,19,6825878,18045,8122,1,28,7668819,0,38,0,0,20,17,0,0,httpFlood
3132787702,848248495,5,5032658,2634,4,2496137,930,1,48,63,3,0,0,2,3,16111,8240,11,16,8241759,16449,7275,1,28,7716911,0,41,0,0,21,20,0,0,httpFlood
3329059950,824269835,4,5115493,3202,4,3027022,951,1,52,47,3,0,0,2,3,18165,8626,12,20,8616260,16586,8690,1,29,8516396,0,40,0,0,18,22,0,0,httpFlood
3376743875,937125306,4,4244154,2685,4,2784863,829,1,48,50,3,0,0,2,3,17676,9168,13,15,7466088,16957,8907,1,26,8620207,0,46,0,0,18,22,0,0,httpFlood
3559394631,856296899,4,5441257,3539,3,2718988,1016,1,60,60,3,0,0,2,3,20345,9094,12,18,7565583,17376,8834,1,34,8373281,0,42,0,0,20,22,0,0,httpFlood
3698011954,949839153,4,5366795,2950,4,3020956,971,1,48,54,3,0,0,2,3,19608,9650,13,20,9282237,18125,8945,1,30,8145051,0,38,0,0,18,18,0,0,httpFlood
3306108988,961948358,4,5766162,3242,4,3100392,942,1,59,53,3,0,0,2,3,17636,9657,10,17,8265436,19765,9384,1,31,7532091,0,41,0,0,18,21,0,0,httpFlood
4066440628,1101352881,4,6163787,3546,4,3651409,881,1,47,63,3,0,0,2,3,20608,8446,11,20,10049836,22256,9157,1,26,9069849,0,40,0,0,19,20,0,0,httpFlood
3901909468,979551534,4,6153696,3519,4,3008808,908,1,53,55,3,0,0,2,3,21290,8739,12,20,9859918,18265,9804,1,34,9461177,0,40,0,0,18,21,0,0,httpFlood
3736345240,1121552083,4,6233719,2811,4,3506119,1016,1,57,61,3,0,0,2,3,16977,10382,11,16,9782700,18079,8935,1,26,9977524,0,38,0,0,17,21,0,0,httpFlood
4378771946,982206761,14,6685314,3238,16,3071207,808,1,57,59,3,0,0,2,3,21652,10679,11,20,9516027,17813,8602,1,29,9940129,0,45,0,0,23,20,0,0,httpFlood
3630095213,1274333139,14,5483543,3518,15,3258361,907,1,53,59,3,0,0,2,3,19894,9913,13,17,11144895,18692,8924,1,27,9927624,0,45,0,0,18,21,0,0,httpFlood
14751789,1184011397,14,6948587,3609,14,4174893,835,1,61,50,3,0,0,2,3,23065,11702,13,17,10073722,19538,11657,1,34,9134092,0,37,0,0,20,17,0,0,httpFlood
103548942,1276966478,12,5961934,3043,14,3288928,888,1,50,61,3,0,0,2,3,20004,9990,13,15,10781706,21835,10479,1,32,8833933,0,46,0,0,21,22,0,0,httpFlood
179308652,1115434889,16,7207552,3205,14,3733255,881,1,57,61,3,0,0,2,3,18629,12642,11,19,11980232,22585,10381,1,32,11298772,0,44,0,0,19,23,0,0,httpFlood
258108913,1283961456,15,5993927,2957,14,4093455,815,1,53,62,3,0,0,2,3,21113,12303,11,20,9997640,19689,9935,1,30,10619850,0,39,0,0,21,22,0,0,httpFlood
355048136,1118850705,14,7042074,3266,16,4368099,782,1,48,59,3,0,0,2,3,20638,11235,12,17,9285654,24294,12447,1,31,9693376,0,48,0,0,18,19,0,0,httpFlood
425621291,1364926552,16,7044824,3198,13,4199978,783,1,54,60,3,0,0,2,3,23423,10663,13,17,10312273,21630,12153,1,28,12459220,0,46,0,0,18,19,0,0,httpFlood
486842383,1278444875,13,7592045,3610,13,4526684,969,1,54,60,3,0,0,2,3,21302,12955,11,18,12003908,24355,12892,1,33,12907127,0,39,0,0,19,20,0,0,httpFlood
675939239,1340105486,19,6258466,3525,15,4104023,916,1,56,49,3,0,0,2,3,23218,13216,13,20,11862368,22138,11290,1,30,10413699,0,42,0,0,22,23,0,0,httpFlood
766551591,1346306791,16,6499455,3704,16,3808665,882,1,53,57,3,0,0,2,3,25111,12823,13,18,12498502,26213,11201,1,31,13606997,0,44,0,0,20,21,0,0,httpFlood
903546888,1282305983,19,6491842,3770,19,4577991,792,1,47,54,3,0,0,2,3,23814,12514,14,15,11767629,24194,12773,1,27,12571971,0,40,0,0,20,20,0,0,httpFlood
999122597,1299475454,19,6840254,3654,16,3940197,787,1,62,49,3,0,0,2,3,20072,11932,10,15,13196983,25808,13069,1,30,12600472,0,38,0,0,18,21,0,0,httpFlood
1026439281,1452446707,21,7095296,3579,21,4788946,820,1,57,57,3,0,0,2,3,21699,11320,13,18,12726244,22751,13049,1,34,12789674,0,47,0,0,19,22,0,0,httpFlood
1146243684,1422969707,17,6853423,3233,16,4596620,802,1,61,63,3,0,0,2,3,24891,11812,11,16,14696478,22863,11944,1,27,12369234,0,39,0,0,18,18,0,0,httpFlood
1301579535,1649318152,16,8254756,3521,16,4382398,1035,1,54,61,3,0,0,2,3,24032,13689,10,19,11498662,25336,14344,1,34,14935993,0,48,0,0,19,20,0,0,httpFlood
1276583091,1334069672,17,8375254,3602,21,4693992,944,1,56,63,3,0,0,2,3,27626,14486,12,19,14230997,21566,13169,1,32,12836015,0,36,0,0,21,19,0,0,httpFlood
1375430285,1555831464,19,7973762,3039,20,5414035,920,1,62,52,3,0,0,2,3,25979,12370,12,17,14642534,28188,14254,1,32,12496057,0,46,0,0,22,19,0,0,httpFlood
1403841218,1799593004,19,7527325,3741,17,4900779,855,1,57,60,3,0,0,2,3,25205,13441,10,19,13541830,28103,12878,1,32,11810777,0,46,0,0,17,21,0,0,httpFlood
1405837990,1882429364,17,8996462,3145,21,4808814,990,1,54,54,3,0,0,2,3,22239,14844,13,19,13111461,27854,14478,1,27,13932692,0,44,0,0,22,20,0,0,httpFlood
1867080184,1474793943,18,10049741,3289,21,5857917,936,1,48,57,3,0,0,2,3,26989,16491,11,17,12549173,22530,15284,1,30,14804610,0,46,0,0,20,19,0,0,httpFlood
1734167620,1474778687,16,7624243,3397,17,4690886,1086,1,63,56,3,0,0,2,3,28792,15590,12,18,14076475,25358,16732,1,26,15688590,0,39,0,0,18,22,0,0,httpFlood
1822254684,1491878793,17,8353669,3220,17,5494452,909,1,50,59,3,0,0,2,3,28405,13636,14,16,13783209,28173,16169,1,26,13531135,0,39,0,0,18,19,0,0,httpFlood
2005109568,2022496477,18,8103522,3071,20,5685318,1105,1,48,57,3,0,0,2,3,27502,15489,13,16,13006040,26850,16244,1,33,16740658,0,40,0,0,17,21,0,0,httpFlood
1947825700,1986529792,18,8463318,3569,16,5552134,918,1,56,53,3,0,0,2,3,23154,17360,11,20,13238081,26095,15532,1,30,15006220,0,39,0,0,20,18,0,0,httpFlood
2434392849,1629226308,18,10378388,3234,16,6423546,1006,1,61,55,3,0,0,2,3,25147,16394,11,20,16271031,28961,18716,1,29,13556112,0,45,0,0,19,22,0,0,httpFlood
2141620880,1934287152,19,10309326,3491,19,6493802,1020,1,56,59,3,0,0,2,3,26097,16344,11,19,13712188,29406,17569,1,26,16406087,0,47,0,0,22,22,0,0,httpFlood
2019688756,2145243856,16,9292787,3507,20,6170045,1049,1,47,62,3,0,0,2,3,30496,15143,13,16,17065913,30801,15255,1,28,14485144,0,42,0,0,21,18,0,0,httpFlood
2097221236,1887403073,16,9714067,3316,16,5609034,881,1,55,57,3,0,0,2,3,26005,19068,12,17,17666282,24380,16515,1,33,13765226,0,48,0,0,19,21,0,0,httpFlood
2574414553,1912310382,16,9695878,3269,20,5651415,927,1,48,51,3,0,0,2,3,25921,15852,11,18,14085076,27322,18957,1,33,16811437,0,41,0,0,18,18,0,0,httpFlood
2445830900,2203470618,20,11676847,3781,17,6836345,874,1,55,55,3,0,0,2,3,29177,16746,10,20,17823329,31582,15121,1,34,18596951,0,39,0,0,18,19,0,0,httpFlood
2598147637,2020473013,19,10912718,3671,20,6055167,881,1,50,50,3,0,0,2,3,28081,18638,11,16,14773944,26804,17945,1,31,16653596,0,38,0,0,22,21,0,0,httpFlood
2487542667,1872855764,17,11991651,3733,17,5670007,870,1,51,56,3,0,0,2,3,28714,20197,12,17,18808138,31091,15648,1,31,15520252,0,46,0,0,22,23,0,0,httpFlood
3002594325,1984002941,19,10511153,3796,18,6697710,833,1,47,63,3,0,0,2,3,31193,20098,11,20,17149049,33476,20223,1,27,19191729,0,42,0,0,21,20,0,0,httpFlood
2944695811,2107959992,20,10170237,4029,20,6496333,1017,1,51,49,3,0,0,2,3,32540,16421,14,17,16596767,29069,20388,1,27,15014872,0,43,0,0,22,21,0,0,httpFlood
2903443669,1815152327,20,9407090,3237,17,6656709,950,1,61,60,3,0,0,2,3,32567,20352,12,20,16908265,26669,21851,1,33,19716869,0,44,0,0,22,23,0,0,httpFlood
